timestamp,kw_energy_consumption,prediction,anomaly_score,anomaly_likelihood
2018-12-22 03:36:00,57.43816537048867,57.43816537048867,1.0,0.5
2018-12-22 03:36:00,57.43816537048867,57.43816537048867,1.0,0.5
2018-12-22 03:36:00,57.43816537048867,57.43816537048867,1.0,0.5
2018-12-22 03:36:00,57.43816537048867,57.43816537048867,0.0,0.5
2018-12-22 03:36:00,57.43816537048867,57.43816537048867,0.0,0.5
2018-12-22 03:36:00,57.43816537048867,57.43816537048867,0.0,0.5
2018-12-22 03:36:00,57.43816537048867,57.43816537048867,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.27244421985128,58.27244421985128,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.2896065276096,58.2896065276096,0.0,0.5
2018-12-22 03:36:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:36:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:36:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:36:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:36:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:36:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:36:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:37:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:37:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:37:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:37:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:37:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:37:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:37:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:37:00,58.36498295952344,58.36498295952344,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.329651912379006,58.329651912379006,0.0,0.5
2018-12-22 03:37:00,58.417847105025906,58.417847105025906,0.0,0.5
2018-12-22 03:37:00,58.417847105025906,58.417847105025906,0.0,0.5
2018-12-22 03:37:00,58.417847105025906,58.417847105025906,0.0,0.5
2018-12-22 03:37:00,58.417847105025906,58.417847105025906,0.0,0.5
2018-12-22 03:37:00,58.417847105025906,58.417847105025906,0.0,0.5
2018-12-22 03:37:00,58.417847105025906,58.417847105025906,0.0,0.5
2018-12-22 03:37:00,58.417847105025906,58.417847105025906,0.0,0.5
