modelParams|clParams|alpha,modelParams|sensorParams|encoders|disk:n,modelParams|spParams|synPermInactiveDec,modelParams|tmParams|activationThreshold,modelParams|tmParams|minThreshold,modelParams|tmParams|pamLength
0.050050000000000004,272,0.05015,14,11,3
