modelParams|clParams|alpha,modelParams|sensorParams|encoders|mem:n,modelParams|spParams|synPermInactiveDec,modelParams|tmParams|activationThreshold,modelParams|tmParams|minThreshold,modelParams|tmParams|pamLength
0.0014296875298616882,33,0.09686313559529598,12,10,1
